source,target
催乳颗粒,催乳颗粒
达肝素钠注射液5000IU支,肝素
达肝素钠注射液ml,肝素
醋酸去炎松尿素膏,曲安西龙（去炎松）
醋酸曲安柰德尿素乳膏甲基,曲安西龙（去炎松）
达肝素钠,肝素
达肝素钠注射液河北,肝素
催乳颗粒丙自选,催乳颗粒
催乳颗粒20g包盒,催乳颗粒
达肝素钠注射液河北GPO,肝素
达肝素钠注射液乙佛增,肝素
达肝素钠注射液ml5000IU支河北常山生化,肝素
达肝素钠注射液国基乙5000IUml支,肝素
达肝素钠注射液5000iuml支,肝素
达肝素钠注射液乙国基,肝素
达卡巴嗪注射剂,达卡巴嗪（甲氮咪胺，氮烯咪胺，氮烯唑胺）
达卡巴嗪支,达卡巴嗪（甲氮咪胺，氮烯咪胺，氮烯唑胺）
达克罗宁氯己啶硫软膏,氯己定，复方
达肝素钠注射液国基乙,肝素
达肝素钠注射液乙,肝素
达克罗宁,达克罗宁
达克罗宁胶浆,达克罗宁
达克宁硝酸咪康唑栓,咪康唑
达肝素钠注射液ml5000iu支,肝素
达卡巴嗪注射剂100mg支,达卡巴嗪（甲氮咪胺，氮烯咪胺，氮烯唑胺）
达克宁硝酸咪康唑栓乙,咪康唑
达克宁乳膏硝酸咪康唑乳膏,咪康唑
催乳颗粒丙,催乳颗粒
达克宁乳膏20g支,咪康唑
达克罗宁氯乙定硫软膏,氯己定，复方
达克宁硝酸咪康唑霜,咪康唑
达克宁硝酸咪康唑栓妇科用,咪康唑
达克宁散,咪康唑
达克宁咪康唑栓甲,咪康唑
达克宁栓合资,咪康唑
达卡巴嗪,达卡巴嗪（甲氮咪胺，氮烯咪胺，氮烯唑胺）
达卡巴嗪针,达卡巴嗪（甲氮咪胺，氮烯咪胺，氮烯唑胺）
达克罗宁胶浆10ml支,达克罗宁
达克罗宁氯已定硫软膏,达克罗宁
达卡巴嗪粉针,达卡巴嗪（甲氮咪胺，氮烯咪胺，氮烯唑胺）
达克宁硝酸咪康唑乳膏20g基甲,咪康唑
达克宁膏,咪康唑
达克宁软膏,咪康唑
达克宁散剂,咪康唑
达克宁栓硝酸咪康唑栓乙,咪康唑
达克罗宁氯己定硫软膏,氯己定，复方
达克宁霜硝酸咪康唑乳膏,咪康唑
达克宁霜剂,咪康唑
达克罗宁氯已定,氯己定，复方
达克宁霜咪康唑,咪康唑
达克宁栓妇科用,咪康唑
达克宁乳膏,咪康唑
达克宁霜合资,咪康唑
达克宁霜硝酸咪康唑,咪康唑
达克宁栓乙,咪康唑
达克宁栓剂,咪康唑
达克宁霜乙硝酸咪康唑乳膏,咪康唑
达克宁霜,咪康唑
醋酸去炎松尿素膏乙,曲安西龙（去炎松）
达肝素钠注射液南,肝素
达卡巴嗪氮烯咪胺,达卡巴嗪（甲氮咪胺，氮烯咪胺，氮烯唑胺）
达卡巴嗪注射液,达卡巴嗪（甲氮咪胺，氮烯咪胺，氮烯唑胺）
达可罗宁氯乙啶菌疥敏霜,氯己定，复方
达克罗宁氯已定硫软膏,氯己定，复方
达立通颗粒6g袋南昌弘益,达立通颗粒
达立通颗粒弘益,达立通颗粒
达沙替尼片,达沙替尼
达爽片盐酸咪达普利片,咪达普利
达立通颗粒6g袋,达立通颗粒
达沙替尼,达沙替尼
大霸感冒胶囊,感冒胶囊
大扶康针氟康唑乙,氟康唑
达克宁霜剂硝酸咪康唑乳膏,咪康唑
大黄利胆胶囊盒,大黄利胆胶囊
大黄庶虫胶囊乙,大黄  虫胶囊
达沙替尼20mg日,达沙替尼
大败毒胶囊希尔安,大败毒胶囊
大黄碳酸氢钠,配有碳酸氢钠的治酸药
大黄碳酸氢钠大黄苏打,配有碳酸氢钠的治酸药
大黄利胆片,大黄利胆片
大黄庶虫胶囊A2乙类粒,大黄  虫胶囊
大黄碳酸氢钠片大黄苏打片,配有碳酸氢钠的治酸药
大败毒胶囊希尔安丙,大败毒胶囊
大扶康氟康唑胶囊,氟康唑
达立通颗粒停,达立通颗粒
达立通颗粒无用乙类,达立通颗粒
大黄碳酸氢钠片海王福药制药,配有碳酸氢钠的治酸药
大黄碳酸氢钠片省,配有碳酸氢钠的治酸药
大黄碳酸氢钠片省停,配有碳酸氢钠的治酸药
大环内酯类抗生素,大环内酯类
大黄碳酸氢钠片省基甲,配有碳酸氢钠的治酸药
大黄碳酸氢钠片甲类,配有碳酸氢钠的治酸药
大黄碳酸氢钠片大黄苏打基门甲,配有碳酸氢钠的治酸药
达英炔雌醇环丙孕酮片环乙,环丙孕酮和雌激素
达英片炔雌醇环丙孕酮片,环丙孕酮和雌激素
大黄碳酸氢钠片大黄苏打基甲,配有碳酸氢钠的治酸药
大黄碳酸氢钠片门特,配有碳酸氢钠的治酸药
大黄利胆片片,大黄利胆片
达立通颗粒丙,达立通颗粒
大黄碳酸氢钠片省基居,配有碳酸氢钠的治酸药
大黄碳酸氢钠片B1甲,配有碳酸氢钠的治酸药
大黄庶虫胶囊,大黄  虫胶囊
达英环丙孕酮炔雌醇片,环丙孕酮和雌激素
大黄碳酸氢钠片甲省基,配有碳酸氢钠的治酸药
大黄蜇虫胶囊废弃,大黄  虫胶囊
达立通颗粒乙,达立通颗粒
大黄庶虫胶囊乙类,大黄  虫胶囊
大黄庶虫胶囊乙类粒,大黄  虫胶囊
大黄利胆片盒,大黄利胆片
大黄蜇虫片,大黄  虫片
大黄蛰虫胶囊省基y2,大黄  虫胶囊
大活络胶囊江西GPO,大活络胶囊
大黄蛰虫片,大黄  虫片
大黄庶虫丸中,大黄  虫丸
大黄庶虫丸微丸乙,大黄  虫丸
达英炔雌醇环丙孕酮片乙,环丙孕酮和雌激素
大黄碳酸氢钠片A2甲类,配有碳酸氢钠的治酸药
大黄螫虫胶囊,大黄  虫胶囊
大黄螫虫胶囊乙农铁,大黄  虫胶囊
大黄碳酸氢钠片甲门基层,配有碳酸氢钠的治酸药
大黄庶虫胶囊省,大黄  虫胶囊
大黄庶虫丸,大黄  虫丸
大黄碳酸氢钠片丙自选,配有碳酸氢钠的治酸药
大黄遮虫丸,大黄  虫丸
大活络胶囊省基乙,大活络胶囊
大活络胶囊乙省基,大活络胶囊
大黄碳酸氢钠片甲自选,配有碳酸氢钠的治酸药
大黄通便胶囊,大黄通便
大活络胶囊乙自选,大活络胶囊
大活络胶囊甲,大活络胶囊
大黄蟅虫胶囊省基乙,大黄  虫胶囊
大黄蟅虫胶囊乙,大黄  虫胶囊
大败毒胶囊,大败毒胶囊
大黄蟅虫胶囊国乙,大黄  虫胶囊
大活络丸吉林,小活络丸(大蜜丸)
大活络丸同仁堂,小活络丸(大蜜丸)
大人开塞露甲,甘油
大人开塞露绵阳一康,甘油
大黄蛰虫片YA,大黄  虫片
大黄蔗虫丸,大黄  虫丸
大黄蟅虫胶囊杏林健今省基乙,大黄  虫胶囊
大黄蟅虫胶囊杏林健今省基乙出院,大黄  虫胶囊
大活络胶囊乙,大活络胶囊
大活络胶囊乙类省基,大活络胶囊
大黄利胆胶囊粒盒,大黄利胆胶囊
大黄蟅虫胶囊居省基乙含基层,大黄  虫胶囊
大黄蟅虫片基甲,大黄  虫片
大活络胶囊xj,大活络胶囊
大活络胶囊省,大活络胶囊
大活络胶囊基乙,大活络胶囊
大活络丸北京乙,小活络丸(大蜜丸)
大黄蟅虫片省,大黄  虫片
大黄蟅虫丸同仁堂,大黄  虫丸
大活络胶囊乙农铁,大活络胶囊
大黄蟅虫丸同仁堂60g瓶,大黄  虫丸
大黄止血胶囊本院,止血胶囊
大黄碳酸氢钠大黄苏打片,配有碳酸氢钠的治酸药
大活络胶囊基药,大活络胶囊
大活络丸省基,小活络丸(大蜜丸)
大活络丸丸盒丸,小活络丸(大蜜丸)
大黄蟅虫胶囊基乙,大黄  虫胶囊
大黄庶虫片,大黄  虫片
大黄碳酸氢钠大黄苏打片非医保用药,配有碳酸氢钠的治酸药
大黄碳酸氢钠片停,配有碳酸氢钠的治酸药
大黄蟅虫片乙省基,大黄  虫片
大黄蟅虫丸,大黄  虫丸
大活络胶囊江西樟树乙,大活络胶囊
大活络胶囊江西,大活络胶囊
大活络胶囊江西樟树省基乙,大活络胶囊
大活络胶囊省基居乙含基层,大活络胶囊
大黄庶虫片省,大黄  虫片
大黄碳酸氢钠片广西世彪,配有碳酸氢钠的治酸药
大活络丸袋佛山冯了性,小活络丸(大蜜丸)
大活络丸丸重庆东方,小活络丸(大蜜丸)
大活络丸丸盒盒,小活络丸(大蜜丸)
大七厘片,大七厘片
大人开塞露甲类国基,甘油
大山楂丸基,大山楂丸
大活络胶囊gx36粒粒,大活络胶囊
大黄蟅虫胶囊,大黄  虫胶囊
大人开塞露基,甘油
大活络胶囊省居乙,大活络胶囊
大活络胶囊门特,大活络胶囊
大活络丸盒,小活络丸(大蜜丸)
大黄碳酸氢钠片甲类省基,配有碳酸氢钠的治酸药
大株红景天胶囊停,大株红景天胶囊
大活络胶囊60s基乙,大活络胶囊
大黄蟅虫胶囊省基乙36s出院,大黄  虫胶囊
大黄通便片,大黄通便片
大活络丸省,小活络丸(大蜜丸)
大活络丸丸剂,小活络丸(大蜜丸)
大黄蛰虫胶囊,大黄  虫胶囊
大黄蟅虫片停,大黄  虫片
大活络胶囊粒江西药都,大活络胶囊
大活络胶囊江西樟树乙出院,大活络胶囊
大活络胶囊中,大活络胶囊
大黄蟅虫片甲类,大黄  虫片
大活络胶囊粒粒,大活络胶囊
大黄蟅虫片省停,大黄  虫片
大活络胶囊基,大活络胶囊
大七厘胶囊,七厘胶囊
大活络胶囊基乙36s,大活络胶囊
大活络胶囊甲类,大活络胶囊
大活络胶囊36s乙,大活络胶囊
大活络胶囊胶囊剂,大活络胶囊
大活络丸胡芦帝国岛,小活络丸(大蜜丸)
大七厘胶囊,大七厘片
大黄碳酸氢钠片A2甲基,配有碳酸氢钠的治酸药
大黄碳酸氢钠片拆片,配有碳酸氢钠的治酸药
大黄碳酸氢钠片大黄苏打,配有碳酸氢钠的治酸药
大黄碳酸氢钠片基,配有碳酸氢钠的治酸药
大人开塞露粤恒健,甘油
大人开塞露甲类省基,甘油
大山楂冲剂,大山楂丸
大枣小柴胡汤方颗粒,小柴胡胶囊
大山楂颗粒重庆,大山楂丸
大山楂丸上海安庆,大山楂丸
大山楂丸限城乡居民医保使用,大山楂丸
大卫颗粒,大卫颗粒
大株红景天胶囊基乙,大株红景天胶囊
大唐肝泰冲剂,九味肝泰胶囊
大山楂丸9g盒,大山楂丸
大山楂丸西安正大,大山楂丸
大株红景天胶囊省停,大株红景天胶囊
大株红景天胶囊基甲,大株红景天胶囊
大株红景天注射液重,大株红景天注射液
大株红景天注射液省,大株红景天注射液
大株红景天注射液乙铁,大株红景天注射液
大株红景天胶囊乙类,大株红景天胶囊
大人开塞露省,甘油
黛力新氟哌噻吨美利曲辛片基乙,美利曲辛和安定药
大维生素AD滴剂胶囊,维生素A和维生素D的复方
大株红景天注射液重省,大株红景天注射液
丹参川芎嗪注射液基,丹参
丹参川芎嗪注射液乙类,丹参
代温灸膏,代温灸膏
戴芬胶囊乙基双氯芬酸钠双释放肠溶胶囊,双氯芬酸
丹参川芎嗪注射液重,丹参
丹参川芎嗪注射液重补收费用,丹参
丹鳖胶囊,丹鳖胶囊
大株红景天注射液10ml基乙,大株红景天注射液
大株红景天胶囊乙,大株红景天胶囊
大株红景天注射液5ml基乙,大株红景天注射液
大株红景天注射液10ml基甲,大株红景天注射液
大株红景天注射液5ml基甲,大株红景天注射液
丹参川芎嗪注射液重停,丹参
丹参机调颗粒,丹参颗粒
丹参颗粒剂,丹参颗粒
大株红景天注射液5ml,大株红景天注射液
丹参冲剂一方中药,丹参冲剂
丹参多酚酸盐针乙类,注射用丹参多酚酸盐
黛安神片氟哌噻吨美利曲辛黛力新,美利曲辛和安定药
黛力新片氟哌噻吨美利曲辛,美利曲辛和安定药
丹鳖胶囊停,丹鳖胶囊
丹参川芎嗪威奥注射液,丹参
丹参川芎嗪参芎注射液,丹参
丹参川芎嗪注射液乙不,丹参
丹参川芎嗪注射液贵州拜特,丹参
丹参川芎嗪注射液参芎葡萄糖,丹参
丹参川芎嗪注射液农合,丹参
黛安神片,安神片
丹参川芎嗪注射液恤彤,丹参
丹参滴注液250ml16g瓶,丹参滴注液
丹参通脉降脂饮方颗粒,丹参颗粒
丹参川芎嗪注射液XJ,丹参
丹参川芎嗪注射液参芎注射液,丹参
丹参川芎嗪注射液贵州5ml支,丹参
丹参川芎嗪注射液限,丹参
丹参川芎嗪注射液5ml,丹参
丹参川芎嗪注射液参芎,丹参
丹参川芎嗪注射液吉林5ml支,丹参
丹参川芎嗪注射液5ml支,丹参
丹参川芎嗪注射液支合,丹参
丹参川芎嗪注射液贵州,丹参
丹参多酚酸盐50mg,丹参多酚酸盐
丹参颗粒无蔗糖型,丹参颗粒
丹参多酚酸盐针50mg支,丹参多酚酸盐
丹参川芎嗪注射液吉林,丹参
丹参川芎嗪注射液医保,丹参
丹参冲剂,丹参冲剂
丹参川芎嗪注射液乙类市补,丹参
丹参川芎嗪注射液吉林四长,丹参
丹参滴注液,丹参滴注液
丹参川芎嗪注射液乙,丹参
丹参片60s片,冠心丹参片
丹参酮11A磺酸钠注射液,丹参酮ⅡA磺酸钠注射液
丹参川芎嗪注射液威澳,丹参
丹参多酚酸盐,丹参多酚酸盐
丹参片甲类单味使用可报,冠心丹参片
丹参配方颗粒三九,丹参颗粒
丹参片片片,冠心丹参片
丹参川芎嗪注射液GJ,丹参
丹参舒心胶囊,丹参舒心胶囊
丹参酮IIA磺酸钠注射液上药,丹参酮ⅡA磺酸钠注射液
丹参滴注液250ml瓶,丹参滴注液
丹参多酚酸盐粉针,注射用丹参多酚酸盐
丹参颗粒10g包包,丹参颗粒
丹参多酚酸盐粉针限,注射用丹参多酚酸盐
丹参酮磺酸钠注射液乙,丹参酮ⅡA磺酸钠注射液
丹参酮IIA磺酸钠注射液10mg支,丹参酮ⅡA磺酸钠注射液
丹参酮胶囊乙住院,丹参酮胶囊
丹参酮IIA磺酸钠注射液乙类市补,丹参酮ⅡA磺酸钠注射液
丹参酮IIA磺酸钠注射液基,丹参酮ⅡA磺酸钠注射液
丹参注射液甲,丹参注射液
丹参川芎嗪注射液sx,丹参
丹参滴丸,冠心丹参滴丸
丹参舒心胶囊河南铺仁,丹参舒心胶囊
丹参注射液基,丹参注射液
丹佛胃尔康颗粒乙,铋制剂
丹灯通脑胶囊粒,丹灯通脑胶囊
丹参多酚酸盐针,注射用丹参多酚酸盐
丹参酮IIA磺酸钠注射液乙基,丹参酮ⅡA磺酸钠注射液
丹参酮IIA磺酸钠注射液2ml10mg支,丹参酮ⅡA磺酸钠注射液
丹红化瘀,丹红注射液
丹红针10ml支,丹红注射液
丹葛颈舒胶囊,丹葛颈舒胶囊
丹参酮胶囊丙,丹参酮胶囊
丹参酮IIA磺酸钠注射液乙类,丹参酮ⅡA磺酸钠注射液
丹参酮IIA磺酸钠注射液南,丹参酮ⅡA磺酸钠注射液
丹参多酚酸盐50mg瓶,丹参多酚酸盐
丹参多酚酸盐粉针,丹参多酚酸盐
丹红注射液基乙限,丹红注射液
丹红注射液南,丹红注射液
丹红注射液10ml支,丹红注射液
丹参注射液YA,丹参注射液
丹参注射液正大,丹参注射液
丹参酮IIA磺酸钠注射液乙自选,丹参酮ⅡA磺酸钠注射液
丹参注射液基甲限,丹参注射液
丹参注射液10ml支,丹参注射液
丹灯通脑胶囊乙,丹灯通脑胶囊
丹灯通脑软胶囊,丹灯通脑胶囊
丹参颗粒包装,丹参颗粒
丹参颗粒甲门,丹参颗粒
丹参多酚酸盐针,丹参多酚酸盐
丹参多酚酸盐注射剂,丹参多酚酸盐
丹参酮IIA磺酸钠注射液支合,丹参酮ⅡA磺酸钠注射液
丹参颗粒广东一方,丹参颗粒
丹红注射液倍通,丹红注射液
丹红注射液20ml乙类,丹红注射液
丹红注射液菏泽步长,丹红注射液
丹莪妇康煎膏,丹莪妇康煎膏
丹莪妇康煎膏2Z,丹莪妇康煎膏
丹参配方颗粒10g包,丹参颗粒
丹参配方颗粒出院,丹参颗粒
丹参片甲门,冠心丹参片
丹参片YA,冠心丹参片
丹参酮胶囊乙,丹参酮胶囊
丹参益心胶囊,益心康泰胶囊
丹黄祛瘀胶囊,丹黄祛瘀胶囊
丹黄祛瘀胶囊乙,丹黄祛瘀胶囊
丹参注射液国基y2,丹参注射液
丹灯通脑胶囊,丹灯通脑胶囊
丹红注射液10ml,丹红注射液
丹红注射液针剂,丹红注射液
丹蒌片,丹蒌片
丹皮酚片自费,丹皮酚片
丹黄祛瘀胶囊自选乙,丹黄祛瘀胶囊
丹七软胶囊,丹七软胶囊
丹参注射液停,丹参注射液
丹参注射液乙类,丹参注射液
丹参注射液国基y1,丹参注射液
丹红注射液乙类,丹红注射液
丹黄祛瘀胶囊GPO,丹黄祛瘀胶囊
丹灯通脑软胶囊云南,丹灯通脑胶囊
丹莪妇康煎膏150g瓶,丹莪妇康煎膏
丹莪妇康颗粒,丹莪妇康颗粒
丹红步长倍通针,丹红注射液
丹皮酚片丙,丹皮酚片
丹皮酚片亿康痛宁,丹皮酚片
丹芪偏瘫胶囊,丹芪偏瘫胶囊
丹青胶囊,丹青胶囊
丹红注射液基药,丹红注射液
丹皮酚片自费40mg,丹皮酚片
丹莪妇康煎膏乙,丹莪妇康煎膏
丹参酮胶囊粒盒,丹参酮胶囊
丹红,丹红注射液
丹红针,丹红注射液
丹参舒心胶囊省基乙,舒心宁片
丹参酮磺酸钠注射液自费,丹参酮ⅡA磺酸钠注射液
丹鹿通督片,丹鹿通督片
丹皮酚片,丹皮酚片
丹红注射液医保限心脑血管病发作期,丹红注射液
丹红注射液XJ,丹红注射液
丹红注射液乙农铁基,丹红注射液
丹田降脂丸省基甲20g,丹田降脂丸
丹参注射液丙类限心脑血管病发作期二级以上医院,丹参注射液
丹参注射液丙类国基限心脑血管病,丹参注射液
丹鹿通督片片瓶,丹鹿通督片
丹七片,丹七片
丹皮酚软膏住院使用可支付门诊不予报销,丹皮酚软膏
丹七片乙类,丹七片
丹皮酚软膏舒笑,丹皮酚软膏
丹皮酚软膏中医,丹皮酚软膏
丹参酮IIA磺酸钠注射液,丹参酮ⅡA磺酸钠注射液
丹田降脂丸省基甲,丹田降脂丸
丹田降脂丸省基乙,丹田降脂丸
丹田降脂丸乙类省基,丹田降脂丸
丹葶肺心颗粒,丹葶肺心颗粒
丹黄祛瘀片乙类省基,丹黄祛瘀片
丹香清脂颗粒,丹香清脂
丹珍头痛胶囊基,丹珍头痛胶囊
丹田降脂丸省,丹田降脂丸
丹田降脂丸基甲,丹田降脂丸
丹鹿通督片医保,丹鹿通督片
丹膝颗粒,丹膝颗粒
丹香冠心注射液,丹香冠心
丹七胶囊,丹七胶囊
丹七片基,丹七片
丹溪玉屏风颗粒,玉屏风颗粒
丹珍头痛胶囊,丹珍头痛胶囊
丹参酮IIA磺酸钠注射液上药GPO,丹参酮ⅡA磺酸钠注射液
丹珍头痛胶囊粒,丹珍头痛胶囊
单磷酸阿糖腺苷注射剂,阿糖腺苷
丹参注射液甲类限心脑血管病发作期二级以上医院,丹参注射液
丹参注射液南,丹参注射液
丹珍头痛胶囊乙类,丹珍头痛胶囊
丹珍头痛胶囊24s,丹珍头痛胶囊
丹参注射液四川宜宾国基甲限,丹参注射液
丹灯通脑片片剂,丹灯通脑胶囊
丹皮酚软膏,丹皮酚软膏
丹皮酚软膏非,丹皮酚软膏
丹七软胶囊停,丹七软胶囊
单磷酸阿糖腺苷注射剂100mg支,阿糖腺苷
胆碱酯酶,胆碱酯酶
丹七片乙,丹七片
丹珍头痛胶囊基甲,丹珍头痛胶囊
丹珍头痛胶囊青海益欣,丹珍头痛胶囊
丹红注射液限,丹红注射液
胆木浸膏糖浆,胆木浸膏糖浆
丹栀逍遥胶囊,逍遥颗粒
丹参注射液丙类国基限心脑血管病发作期二级以上,丹参注射液
